"state_from","county_from","state_to","county_to","in","out","change"
34,21,48,201,114,98,16
34,21,48,453,0,83,-83
34,21,51,59,79,130,-51
34,21,53,33,64,147,-83
34,23,4,13,242,303,-61
34,23,6,1,165,259,-94
34,23,6,13,72,67,5
34,23,6,37,346,461,-115
34,23,6,59,112,183,-71
34,23,6,65,60,0,60
34,23,6,67,0,64,-64
34,23,6,71,0,64,-64
34,23,6,73,158,234,-76
34,23,6,75,55,122,-67
34,23,6,81,0,70,-70
34,23,6,85,185,360,-175
34,23,8,5,0,65,-65
34,23,8,31,0,62,-62
34,23,9,1,279,205,74
34,23,9,3,206,189,17
34,23,9,9,172,128,44
34,23,10,1,0,100,-100
34,23,10,3,215,361,-146
34,23,10,5,0,160,-160
34,23,11,1,87,114,-27
34,23,12,9,0,79,-79
34,23,12,11,259,373,-114
34,23,12,21,0,115,-115
34,23,12,31,92,153,-61
34,23,12,57,214,577,-363
34,23,12,69,0,75,-75
34,23,12,71,0,155,-155
34,23,12,81,0,80,-80
34,23,12,83,0,60,-60
34,23,12,86,181,212,-31
34,23,12,95,150,338,-188
34,23,12,97,104,192,-88
34,23,12,99,284,575,-291
34,23,12,101,0,104,-104
34,23,12,103,63,192,-129
34,23,12,105,56,168,-112
34,23,12,111,0,86,-86
34,23,12,115,0,137,-137
34,23,12,117,0,156,-156
34,23,12,127,0,94,-94
34,23,13,67,74,133,-59
34,23,13,89,0,129,-129
34,23,13,117,0,96,-96
34,23,13,121,144,291,-147
34,23,13,135,76,177,-101
34,23,15,3,55,0,55
34,23,17,31,355,313,42
34,23,17,43,106,106,0
34,23,17,97,60,69,-9
34,23,18,97,0,84,-84
34,23,20,91,0,68,-68
34,23,24,3,96,137,-41
34,23,24,5,137,164,-27
34,23,24,27,0,100,-100
34,23,24,31,172,295,-123
34,23,24,33,162,144,18
34,23,24,510,66,76,-10
34,23,25,9,58,66,-8
34,23,25,17,272,392,-120
34,23,25,21,121,177,-56
34,23,25,25,134,125,9
34,23,25,27,118,141,-23
34,23,26,125,96,126,-30
34,23,26,161,0,53,-53
34,23,26,163,0,76,-76
34,23,27,53,96,111,-15
34,23,29,189,80,100,-20
34,23,32,3,65,175,-110
34,23,34,1,196,151,45
34,23,34,3,1707,1382,325
34,23,34,5,568,1457,-889
34,23,34,7,335,484,-149
34,23,34,9,0,71,-71
34,23,34,13,2830,1929,901
34,23,34,15,107,222,-115
34,23,34,17,4645,2856,1789
34,23,34,19,317,834,-517
34,23,34,21,2570,4266,-1696
34,23,34,25,4158,6538,-2380
34,23,34,27,951,1190,-239
34,23,34,29,1344,2899,-1555
34,23,34,31,674,485,189
34,23,34,35,5775,7949,-2174
34,23,34,37,121,134,-13
34,23,34,39,6807,4846,1961
34,23,34,41,215,408,-193
34,23,36,1,104,54,50
34,23,36,5,729,345,384
34,23,36,29,71,80,-9
34,23,36,47,2131,894,1237
34,23,36,55,109,55,54
34,23,36,59,403,311,92
34,23,36,61,929,1139,-210
34,23,36,67,56,0,56
34,23,36,71,138,95,43
34,23,36,81,1557,758,799
34,23,36,85,2370,550,1820
34,23,36,87,120,91,29
34,23,36,103,328,221,107
34,23,36,109,55,0,55
34,23,36,119,261,198,63
34,23,37,19,0,69,-69
34,23,37,25,0,84,-84
34,23,37,63,61,64,-3
34,23,37,81,0,127,-127
34,23,37,119,201,482,-281
34,23,37,179,0,83,-83
34,23,37,183,193,449,-256
34,23,39,35,79,103,-24
34,23,39,49,133,178,-45
34,23,42,3,172,176,-4
34,23,42,11,68,106,-38
34,23,42,17,315,658,-343
34,23,42,27,59,0,59
34,23,42,29,113,216,-103
34,23,42,41,0,82,-82
34,23,42,43,0,72,-72
34,23,42,45,78,131,-53
34,23,42,69,0,71,-71
34,23,42,71,0,60,-60
34,23,42,77,135,205,-70
34,23,42,79,79,114,-35
34,23,42,89,101,243,-142
34,23,42,91,222,376,-154
34,23,42,95,157,386,-229
34,23,42,101,360,576,-216
34,23,42,103,0,68,-68
34,23,44,7,73,94,-21
34,23,45,13,0,69,-69
34,23,45,19,0,58,-58
34,23,45,45,0,67,-67
34,23,45,51,0,167,-167
34,23,45,91,0,94,-94
34,23,47,37,0,65,-65
34,23,47,157,0,71,-71
34,23,48,29,78,101,-23
34,23,48,85,131,503,-372
34,23,48,113,201,368,-167
34,23,48,121,0,121,-121
34,23,48,157,0,156,-156
34,23,48,201,238,296,-58
34,23,48,439,72,134,-62
34,23,48,453,111,191,-80
34,23,48,491,0,97,-97
34,23,51,13,54,47,7
34,23,51,59,207,264,-57
34,23,51,87,69,123,-54
34,23,51,107,80,204,-124
34,23,51,810,0,90,-90
34,23,53,33,124,467,-343
34,23,55,25,0,56,-56
34,25,4,13,70,186,-116
34,25,6,1,0,69,-69
34,25,6,37,183,338,-155
34,25,6,59,64,47,17
34,25,6,73,120,197,-77
34,25,6,75,0,57,-57
34,25,6,85,0,94,-94
34,25,8,41,0,66,-66
34,25,9,1,120,107,13
34,25,9,9,0,61,-61
34,25,10,3,0,97,-97
34,25,10,5,0,136,-136
34,25,11,1,83,112,-29
34,25,12,9,0,85,-85
34,25,12,11,154,292,-138
34,25,12,21,63,225,-162
34,25,12,31,0,72,-72
34,25,12,35,0,60,-60
34,25,12,53,0,61,-61
34,25,12,57,79,174,-95
34,25,12,61,0,90,-90
34,25,12,71,71,210,-139
34,25,12,81,0,133,-133
34,25,12,85,0,98,-98
34,25,12,86,96,130,-34
34,25,12,95,0,194,-194
34,25,12,99,261,781,-520
34,25,12,101,0,105,-105
34,25,12,103,63,191,-128
34,25,12,105,0,77,-77
34,25,12,109,0,135,-135
34,25,12,111,0,105,-105
34,25,12,115,51,149,-98
34,25,12,117,0,67,-67
34,25,12,127,0,89,-89
34,25,13,121,61,63,-2
34,25,17,31,79,105,-26
34,25,24,3,68,86,-18
34,25,24,5,79,52,27
34,25,24,25,0,72,-72
34,25,24,31,106,110,-4
34,25,24,33,106,83,23
34,25,24,510,63,81,-18
34,25,25,17,99,104,-5
34,25,25,25,96,90,6
34,25,32,3,0,103,-103
34,25,34,1,146,190,-44
34,25,34,3,1058,581,477
34,25,34,5,403,664,-261
34,25,34,7,141,238,-97
34,25,34,9,54,64,-10
34,25,34,13,1174,553,621
34,25,34,15,70,92,-22
34,25,34,17,1861,1390,471
34,25,34,19,191,167,24
34,25,34,21,811,962,-151
34,25,34,23,6538,4158,2380
34,25,34,27,757,480,277
34,25,34,29,6126,8623,-2497
34,25,34,31,359,166,193
34,25,34,35,828,540,288
34,25,34,37,119,61,58
34,25,34,39,1521,799,722
34,25,34,41,75,100,-25
34,25,36,5,150,75,75
34,25,36,47,1854,769,1085
34,25,36,59,237,157,80
34,25,36,61,1107,1304,-197
34,25,36,71,90,62,28
34,25,36,81,577,328,249
34,25,36,85,3095,506,2589
34,25,36,87,77,0,77
34,25,36,103,160,149,11
34,25,36,119,206,116,90
34,25,37,19,0,116,-116
34,25,37,119,60,190,-130
34,25,37,183,0,115,-115
34,25,42,3,0,46,-46
34,25,42,17,165,314,-149
34,25,42,29,69,78,-9
34,25,42,45,0,76,-76
34,25,42,71,0,56,-56
34,25,42,77,66,0,66
34,25,42,89,58,103,-45
34,25,42,91,111,130,-19
34,25,42,95,0,113,-113
34,25,42,101,250,360,-110
34,25,45,13,0,108,-108
34,25,45,19,0,63,-63
34,25,45,51,0,239,-239
34,25,48,113,0,92,-92
34,25,48,201,84,109,-25
34,25,48,453,0,70,-70
34,25,51,13,0,51,-51
34,25,51,59,63,92,-29
34,25,53,33,52,105,-53
34,27,4,13,156,257,-101
34,27,6,1,74,78,-4
34,27,6,37,173,315,-142
34,27,6,59,0,121,-121
34,27,6,73,137,174,-37
34,27,6,75,54,82,-28
34,27,6,85,62,104,-42
34,27,8,31,0,86,-86
34,27,9,1,176,170,6
34,27,9,3,106,81,25
34,27,9,9,87,83,4
34,27,10,3,89,110,-21
34,27,10,5,0,168,-168
34,27,11,1,73,119,-46
34,27,12,9,0,70,-70
34,27,12,11,117,247,-130
34,27,12,21,50,171,-121
34,27,12,31,0,61,-61
34,27,12,57,64,187,-123
34,27,12,71,70,168,-98
34,27,12,81,0,120,-120
34,27,12,86,94,123,-29
34,27,12,95,56,161,-105
34,27,12,99,208,531,-323
34,27,12,101,0,91,-91
34,27,12,103,70,96,-26
34,27,12,109,0,86,-86
34,27,12,115,0,163,-163
34,27,12,127,0,57,-57
34,27,13,67,0,59,-59
34,27,13,121,64,111,-47
34,27,17,31,171,235,-64
34,27,24,5,0,57,-57
34,27,24,31,134,113,21
34,27,24,33,62,57,5
34,27,24,510,0,55,-55
34,27,25,17,110,187,-77
34,27,25,21,0,65,-65
34,27,25,25,90,114,-24
34,27,32,3,89,85,4
34,27,34,1,56,92,-36
34,27,34,3,3106,1458,1648
34,27,34,5,143,146,-3
34,27,34,7,63,111,-48
34,27,34,9,0,84,-84
34,27,34,13,4437,2446,1991
34,27,34,17,2109,1512,597
34,27,34,19,425,616,-191
34,27,34,21,182,237,-55
34,27,34,23,1190,951,239
34,27,34,25,480,757,-277
34,27,34,29,476,816,-340
34,27,34,31,3723,2150,1573
34,27,34,35,1612,1843,-231
34,27,34,37,2147,2786,-639
34,27,34,39,1850,1272,578
34,27,34,41,978,1525,-547
34,27,36,5,142,89,53
34,27,36,47,436,427,9
34,27,36,59,166,103,63
34,27,36,61,797,1052,-255
34,27,36,71,151,155,-4
34,27,36,81,384,251,133
34,27,36,85,194,0,194
34,27,36,87,161,94,67
34,27,36,103,205,185,20
34,27,36,119,200,151,49
34,27,37,19,0,95,-95
34,27,37,119,71,260,-189
34,27,37,129,0,56,-56
34,27,37,179,0,66,-66
34,27,37,183,65,256,-191
34,27,39,49,0,65,-65
34,27,42,3,99,113,-14
34,27,42,17,104,171,-67
34,27,42,19,0,136,-136
34,27,42,29,76,114,-38
34,27,42,69,0,53,-53
34,27,42,77,66,111,-45
34,27,42,79,49,0,49
34,27,42,89,162,281,-119
34,27,42,91,138,176,-38
34,27,42,95,119,240,-121
34,27,42,101,123,231,-108
34,27,42,103,91,105,-14
34,27,45,13,0,102,-102
34,27,45,19,0,79,-79
34,27,45,51,0,217,-217
34,27,47,37,0,70,-70
34,27,48,85,0,157,-157
34,27,48,113,0,156,-156
34,27,48,201,99,143,-44
34,27,48,439,0,68,-68
34,27,48,453,50,145,-95
34,27,51,13,0,62,-62
34,27,51,59,106,170,-64
34,27,51,107,0,84,-84
34,27,53,33,69,211,-142
34,29,4,13,105,140,-35
34,29,6,37,137,201,-64
34,29,6,59,0,47,-47
34,29,6,73,102,145,-43
34,29,9,1,69,89,-20
34,29,10,3,67,97,-30
34,29,10,5,54,122,-68
34,29,12,9,52,127,-75
34,29,12,11,142,231,-89
34,29,12,15,0,102,-102
34,29,12,21,72,155,-83
34,29,12,31,50,82,-32
34,29,12,35,0,79,-79
34,29,12,53,0,87,-87
34,29,12,57,75,165,-90
34,29,12,61,0,117,-117
34,29,12,69,0,72,-72
34,29,12,71,134,270,-136
34,29,12,81,0,90,-90
34,29,12,83,0,60,-60
34,29,12,85,64,89,-25
34,29,12,86,59,91,-32
34,29,12,95,88,125,-37
34,29,12,97,0,62,-62
34,29,12,99,243,427,-184
34,29,12,101,0,116,-116
34,29,12,103,83,159,-76
34,29,12,105,0,91,-91
34,29,12,109,0,77,-77
34,29,12,111,61,131,-70
34,29,12,115,72,224,-152
34,29,12,119,0,70,-70
34,29,12,127,0,124,-124
34,29,17,31,66,93,-27
34,29,24,3,0,52,-52
34,29,24,5,0,58,-58
34,29,24,25,0,71,-71
34,29,24,31,0,75,-75
34,29,24,510,66,74,-8
34,29,25,17,53,0,53
34,29,32,3,53,83,-30
34,29,34,1,562,804,-242
34,29,34,3,1441,557,884
34,29,34,5,1108,1617,-509
34,29,34,7,284,359,-75
34,29,34,9,104,98,6
34,29,34,11,65,0,65
34,29,34,13,1079,453,626
34,29,34,15,115,179,-64
34,29,34,17,927,484,443
34,29,34,19,235,162,73
34,29,34,21,822,745,77
34,29,34,23,2899,1344,1555
34,29,34,25,8623,6126,2497
34,29,34,27,816,476,340
34,29,34,31,693,275,418
34,29,34,35,670,390,280
34,29,34,37,205,134,71
34,29,34,39,1300,446,854
34,29,34,41,174,107,67
34,29,36,5,137,0,137
34,29,36,47,2601,408,2193
34,29,36,59,156,97,59
34,29,36,61,251,291,-40
34,29,36,71,92,69,23
34,29,36,81,387,193,194
34,29,36,85,915,299,616
34,29,36,87,292,163,129
34,29,36,103,108,105,3
34,29,36,119,119,82,37
34,29,37,19,0,100,-100
34,29,37,119,0,69,-69
34,29,37,129,0,56,-56
34,29,37,133,0,58,-58
34,29,37,183,0,91,-91
34,29,39,35,0,85,-85
34,29,42,17,266,307,-41
34,29,42,29,66,83,-17
34,29,42,71,0,64,-64
34,29,42,77,63,57,6
34,29,42,89,55,68,-13
34,29,42,91,121,202,-81
34,29,42,95,69,89,-20
34,29,42,101,225,338,-113
34,29,42,103,49,0,49
34,29,45,13,0,62,-62
34,29,45,19,0,73,-73
34,29,45,45,0,75,-75
34,29,45,51,66,388,-322
34,29,51,59,0,55,-55
34,29,51,107,0,57,-57
34,29,51,810,0,55,-55
34,29,53,33,0,48,-48
34,31,4,13,68,81,-13
34,31,6,1,0,55,-55
34,31,6,37,81,232,-151
34,31,6,73,82,74,8
34,31,9,1,60,109,-49
34,31,9,3,0,65,-65
34,31,9,9,59,0,59
34,31,10,1,0,57,-57
34,31,10,3,0,68,-68
34,31,10,5,0,64,-64
34,31,12,11,145,205,-60
34,31,12,21,0,71,-71
34,31,12,57,86,216,-130
34,31,12,69,0,60,-60
34,31,12,71,0,102,-102
34,31,12,86,151,162,-11
34,31,12,95,74,181,-107
34,31,12,97,72,201,-129
34,31,12,99,118,345,-227
34,31,12,101,0,87,-87
34,31,12,103,0,91,-91
34,31,12,105,0,115,-115
34,31,12,115,0,59,-59
34,31,12,117,0,83,-83
34,31,12,127,0,83,-83
34,31,13,67,0,86,-86
34,31,13,135,0,129,-129
34,31,17,31,60,100,-40
34,31,24,31,0,93,-93
34,31,24,510,0,64,-64
34,31,25,9,0,69,-69
34,31,25,17,0,66,-66
34,31,25,25,0,57,-57
34,31,32,3,0,66,-66
34,31,34,3,8191,7635,556
34,31,34,5,94,117,-23
34,31,34,7,51,88,-37
34,31,34,13,3117,3641,-524
34,31,34,17,2420,1437,983
34,31,34,19,55,60,-5
34,31,34,21,116,164,-48
34,31,34,23,485,674,-189
34,31,34,25,166,359,-193
34,31,34,27,2150,3723,-1573
34,31,34,29,275,693,-418
34,31,34,35,154,313,-159
34,31,34,37,493,1281,-788
34,31,34,39,514,593,-79
34,31,34,41,84,214,-130
34,31,36,5,1093,449,644
34,31,36,47,752,317,435
34,31,36,59,149,126,23
34,31,36,61,789,621,168
34,31,36,71,184,313,-129
34,31,36,81,820,292,528
34,31,36,85,112,91,21
34,31,36,87,416,185,231
34,31,36,103,111,80,31
34,31,36,119,219,157,62
34,31,37,119,0,164,-164
34,31,37,183,0,138,-138
34,31,42,11,0,103,-103
34,31,42,17,0,70,-70
34,31,42,77,56,273,-217
34,31,42,79,136,399,-263
34,31,42,89,77,313,-236
34,31,42,95,0,129,-129
34,31,42,101,102,160,-58
34,31,42,103,0,73,-73
34,31,44,7,0,72,-72
34,31,45,51,0,75,-75
34,31,48,113,0,67,-67
34,31,48,201,0,109,-109
34,31,48,453,0,51,-51
34,31,51,59,0,77,-77
34,33,10,3,282,410,-128
34,33,34,1,79,118,-39
34,33,34,5,104,73,31
34,33,34,7,398,310,88
34,33,34,11,694,590,104
34,33,34,15,1136,926,210
34,33,42,45,88,55,33
34,33,42,101,141,112,29
34,35,4,13,51,97,-46
34,35,6,1,0,105,-105
34,35,6,37,119,232,-113
34,35,6,59,0,86,-86
34,35,6,73,106,115,-9
34,35,6,75,0,54,-54
34,35,6,85,67,182,-115
34,35,8,31,0,48,-48
34,35,9,1,134,132,2
34,35,9,3,83,0,83
34,35,9,9,62,0,62
34,35,10,1,0,60,-60
34,35,10,3,85,84,1
34,35,10,5,0,108,-108
34,35,11,1,46,82,-36
34,35,12,11,76,124,-48
34,35,12,21,0,64,-64
34,35,12,31,0,59,-59
34,35,12,57,0,132,-132
34,35,12,71,0,158,-158
34,35,12,86,0,65,-65
34,35,12,95,0,128,-128
34,35,12,99,86,270,-184
34,35,12,103,0,111,-111
34,35,13,121,0,82,-82
34,35,13,135,0,62,-62
34,35,17,31,151,143,8
34,35,24,5,62,0,62
34,35,24,31,124,118,6
34,35,24,510,51,0,51
34,35,25,17,117,189,-72
34,35,25,21,0,55,-55
34,35,25,25,62,67,-5
34,35,34,1,56,56,0
34,35,34,3,647,409,238
34,35,34,5,207,371,-164
34,35,34,7,97,137,-40
34,35,34,13,1226,730,496
34,35,34,15,68,0,68
34,35,34,17,923,928,-5
34,35,34,19,976,2119,-1143
34,35,34,21,923,1210,-287
34,35,34,23,7949,5775,2174
34,35,34,25,540,828,-288
34,35,34,27,1843,1612,231
34,35,34,29,390,670,-280
34,35,34,31,313,154,159
34,35,34,37,116,93,23
34,35,34,39,3639,2207,1432
34,35,34,41,280,392,-112
34,35,36,5,155,54,101
34,35,36,47,417,301,116
34,35,36,59,143,63,80
34,35,36,61,472,634,-162
34,35,36,81,372,194,178
34,35,36,85,211,61,150
34,35,36,103,112,78,34
34,35,36,119,76,83,-7
34,35,37,19,0,76,-76
34,35,37,119,59,147,-88
34,35,37,183,0,173,-173
34,35,39,49,0,60,-60
34,35,42,3,58,52,6
34,35,42,17,150,346,-196
34,35,42,29,71,92,-21
34,35,42,45,0,62,-62
34,35,42,77,95,148,-53
34,35,42,89,0,70,-70
34,35,42,91,99,115,-16
34,35,42,95,112,212,-100
34,35,42,101,138,257,-119
34,35,45,19,0,63,-63
34,35,45,51,0,111,-111
34,35,48,85,0,141,-141
34,35,48,113,67,91,-24
34,35,48,121,0,63,-63
34,35,48,201,74,141,-67
34,35,48,453,0,74,-74
34,35,51,59,94,107,-13
34,35,53,33,0,120,-120
34,37,4,13,0,60,-60
34,37,6,37,0,50,-50
34,37,6,73,0,49,-49
34,37,12,71,0,71,-71
34,37,12,99,50,86,-36
34,37,12,103,0,59,-59
34,37,34,3,848,390,458
34,37,34,13,631,311,320
34,37,34,17,330,193,137
34,37,34,19,0,61,-61
34,37,34,23,134,121,13
34,37,34,25,61,119,-58
34,37,34,27,2786,2147,639
34,37,34,29,134,205,-71
34,37,34,31,1281,493,788
34,37,34,35,93,116,-23
34,37,34,39,190,114,76
34,37,34,41,464,630,-166
34,37,36,47,61,60,1
34,37,36,61,117,90,27
34,37,36,71,317,216,101
34,37,36,81,80,63,17
34,37,36,85,69,0,69
34,37,36,87,62,0,62
34,37,42,89,75,126,-51
34,37,42,95,0,123,-123
34,37,42,101,0,46,-46
34,37,42,103,206,322,-116
34,37,45,51,0,64,-64
34,39,4,13,61,167,-106
34,39,6,37,150,258,-108
34,39,6,59,0,72,-72
34,39,6,73,102,107,-5
34,39,6,75,0,54,-54
34,39,6,85,0,62,-62
34,39,8,31,0,61,-61
34,39,9,1,100,93,7
34,39,9,3,54,0,54
34,39,9,9,0,61,-61
34,39,10,3,58,99,-41
34,39,10,5,0,70,-70
34,39,11,1,53,62,-9
34,39,12,11,147,331,-184
34,39,12,31,0,90,-90
34,39,12,57,75,217,-142
34,39,12,71,0,107,-107
34,39,12,81,0,57,-57
34,39,12,86,175,321,-146
34,39,12,95,124,270,-146
34,39,12,97,0,119,-119
34,39,12,99,150,324,-174
34,39,12,101,0,73,-73
34,39,12,103,0,83,-83
34,39,12,105,0,91,-91
34,39,12,115,0,74,-74
34,39,12,127,0,65,-65
34,39,13,67,0,88,-88
34,39,13,89,0,86,-86
34,39,13,121,0,90,-90
34,39,13,135,0,97,-97
34,39,17,31,114,112,2
34,39,24,3,0,62,-62
34,39,24,5,71,76,-5
34,39,24,31,154,166,-12
34,39,24,33,112,119,-7
34,39,24,510,71,94,-23
34,39,25,17,82,148,-66
34,39,25,25,73,91,-18
34,39,32,3,0,101,-101
34,39,34,1,0,64,-64
34,39,34,3,1038,918,120
34,39,34,5,175,369,-194
34,39,34,7,132,195,-63
34,39,34,13,8233,5998,2235
34,39,34,15,0,67,-67
34,39,34,17,4573,2121,2452
34,39,34,19,181,515,-334
34,39,34,21,254,527,-273
34,39,34,23,4846,6807,-1961
34,39,34,25,799,1521,-722
34,39,34,27,1272,1850,-578
34,39,34,29,446,1300,-854
34,39,34,31,593,514,79
34,39,34,35,2207,3639,-1432
34,39,34,37,114,190,-76
34,39,34,41,147,393,-246
34,39,36,5,781,296,485
34,39,36,47,1966,616,1350
34,39,36,59,265,96,169
34,39,36,61,1302,950,352
34,39,36,81,1319,528,791
34,39,36,85,681,208,473
34,39,36,87,97,59,38
34,39,36,103,220,126,94
34,39,36,119,241,150,91
34,39,37,67,0,64,-64
34,39,37,81,0,103,-103
34,39,37,119,94,186,-92
34,39,37,183,0,200,-200
34,39,42,3,68,0,68
34,39,42,17,56,173,-117
34,39,42,29,0,67,-67
34,39,42,77,102,152,-50
34,39,42,79,0,81,-81
34,39,42,89,86,150,-64
34,39,42,91,98,97,1
34,39,42,95,104,317,-213
34,39,42,101,181,248,-67
34,39,45,51,0,114,-114
34,39,48,113,0,71,-71
34,39,48,201,128,200,-72
34,39,48,439,0,65,-65
34,39,48,453,0,61,-61
34,39,51,59,0,79,-79
34,39,53,33,0,82,-82
34,41,34,3,277,87,190
34,41,34,13,410,171,239
34,41,34,17,204,75,129
34,41,34,19,857,627,230
34,41,34,21,0,57,-57
34,41,34,23,408,215,193
34,41,34,25,100,75,25
34,41,34,27,1525,978,547
34,41,34,29,107,174,-67
34,41,34,31,214,84,130
34,41,34,35,392,280,112
34,41,34,37,630,464,166
34,41,34,39,393,147,246
34,41,36,47,83,0,83
34,41,36,61,58,59,-1
34,41,36,81,67,0,67
34,41,42,17,62,127,-65
34,41,42,77,99,194,-95
34,41,42,89,151,281,-130
34,41,42,91,0,56,-56
34,41,42,95,673,1056,-383
34,41,45,51,0,69,-69
35,1,2,20,108,0,108
35,1,4,1,161,136,25
35,1,4,5,61,76,-15
35,1,4,13,980,1759,-779
35,1,4,15,0,74,-74
35,1,4,17,69,80,-11
35,1,4,19,392,440,-48
35,1,4,21,84,132,-48
35,1,4,25,0,107,-107
35,1,6,1,147,116,31
35,1,6,13,102,68,34
35,1,6,29,0,72,-72
35,1,6,37,727,647,80
35,1,6,59,242,220,22
35,1,6,65,223,161,62
35,1,6,67,99,103,-4
35,1,6,71,173,109,64
35,1,6,73,467,475,-8
35,1,6,75,77,69,8
35,1,6,83,67,0,67
35,1,6,85,177,126,51
35,1,6,97,51,0,51
35,1,6,111,71,81,-10
35,1,8,1,190,232,-42
35,1,8,5,225,332,-107
35,1,8,13,116,157,-41
35,1,8,31,269,316,-47
35,1,8,35,117,125,-8
35,1,8,41,255,533,-278
35,1,8,59,172,221,-49
35,1,8,67,102,137,-35
35,1,8,69,83,147,-64
35,1,8,77,0,54,-54
35,1,8,101,0,66,-66
35,1,8,123,0,87,-87
35,1,11,1,75,79,-4
35,1,12,9,0,89,-89
35,1,12,11,102,66,36
35,1,12,33,56,0,56
35,1,12,57,95,137,-42
35,1,12,86,83,105,-22
35,1,12,91,73,176,-103
35,1,12,95,61,90,-29
35,1,12,99,50,54,-4
35,1,12,103,88,95,-7
35,1,12,113,0,65,-65
35,1,13,121,67,61,6
35,1,13,185,0,74,-74
35,1,15,3,81,98,-17
35,1,16,1,48,103,-55
35,1,17,31,237,168,69
35,1,18,97,55,0,55
35,1,20,173,0,58,-58
35,1,24,3,0,65,-65
35,1,24,31,103,0,103
35,1,25,17,59,64,-5
35,1,25,25,0,51,-51
35,1,26,163,56,0,56
35,1,27,53,0,88,-88
35,1,29,95,90,0,90
35,1,31,55,0,76,-76
35,1,32,3,423,658,-235
35,1,32,31,52,65,-13
35,1,35,5,294,175,119
35,1,35,6,364,292,72
35,1,35,7,71,70,1
35,1,35,9,181,179,2
35,1,35,13,860,590,270
35,1,35,15,223,171,52
35,1,35,17,89,80,9
35,1,35,25,135,155,-20
35,1,35,27,99,72,27
35,1,35,28,208,175,33
35,1,35,29,87,0,87
35,1,35,31,949,613,336
35,1,35,35,153,122,31
35,1,35,37,59,0,59
35,1,35,39,334,206,128
35,1,35,41,87,0,87
35,1,35,43,5557,6462,-905
35,1,35,45,633,425,208
35,1,35,47,313,213,100
35,1,35,49,1911,1706,205
35,1,35,51,62,64,-2
35,1,35,53,283,182,101
35,1,35,55,255,244,11
35,1,35,57,310,458,-148
35,1,35,61,1880,2327,-447
35,1,36,47,68,58,10
35,1,36,61,61,65,-4
35,1,36,81,48,0,48
35,1,36,103,58,0,58
35,1,37,119,51,0,51
35,1,39,49,78,60,18
35,1,39,57,65,72,-7
35,1,39,113,81,0,81
35,1,40,109,116,112,4
35,1,40,143,80,55,25
35,1,41,39,0,59,-59
35,1,41,51,193,153,40
35,1,41,67,118,99,19
35,1,42,3,71,0,71
35,1,42,101,53,0,53
35,1,47,37,64,58,6
35,1,48,27,0,106,-106
35,1,48,29,297,436,-139
35,1,48,85,71,219,-148
35,1,48,113,222,280,-58
35,1,48,121,89,119,-30
35,1,48,135,0,74,-74
35,1,48,141,498,542,-44
35,1,48,201,329,330,-1
35,1,48,303,114,94,20
35,1,48,329,0,68,-68
35,1,48,381,66,61,5
35,1,48,439,178,340,-162
35,1,48,453,241,300,-59
35,1,48,491,86,153,-67
35,1,49,11,0,91,-91
35,1,49,35,123,192,-69
35,1,49,49,97,83,14
35,1,51,13,0,54,-54
35,1,51,59,176,156,20
35,1,51,510,50,0,50
35,1,53,11,0,76,-76
35,1,53,33,222,357,-135
35,1,53,53,113,91,22
35,1,53,61,81,74,7
35,1,53,63,0,89,-89
35,1,53,67,61,0,61
35,1,55,25,52,0,52
35,1,55,79,56,0,56
35,5,4,13,68,145,-77
35,5,35,1,175,294,-119
35,5,35,13,100,164,-64
35,5,35,15,449,307,142
35,5,35,25,86,122,-36
35,5,35,27,64,90,-26
35,5,35,35,79,0,79
35,5,35,43,0,61,-61
35,5,48,141,79,0,79
35,5,48,303,0,80,-80
35,6,35,1,292,364,-72
35,6,35,31,304,229,75
35,6,35,43,0,70,-70
35,6,35,61,85,172,-87
35,7,35,1,70,71,-1
35,7,35,55,0,54,-54
35,9,4,13,79,109,-30
35,9,6,53,61,0,61
35,9,8,41,0,71,-71
35,9,12,91,119,295,-176
35,9,12,113,0,151,-151
35,9,32,3,92,86,6
35,9,35,1,179,181,-2
35,9,35,41,404,454,-50
35,9,48,29,138,139,-1
35,9,48,141,78,0,78
35,9,48,303,138,230,-92
35,9,48,369,137,115,22
35,9,48,381,0,97,-97
35,9,48,451,51,0,51
35,13,4,13,442,538,-96
35,13,4,19,135,216,-81
35,13,6,37,234,116,118
35,13,6,59,73,0,73
35,13,6,65,86,0,86
35,13,6,71,117,0,117
35,13,6,73,148,87,61
35,13,8,5,78,105,-27
35,13,8,31,62,89,-27
35,13,8,41,112,128,-16
35,13,8,59,62,0,62
35,13,32,3,127,162,-35
35,13,35,1,590,860,-270
35,13,35,5,164,100,64
35,13,35,15,126,172,-46
35,13,35,17,220,163,57
35,13,35,25,69,110,-41
35,13,35,27,112,104,8
35,13,35,29,337,235,102
35,13,35,35,633,841,-208
35,13,35,43,117,164,-47
35,13,35,45,80,0,80
35,13,35,49,103,138,-35
35,13,35,51,148,189,-41
35,13,35,61,55,74,-19
35,13,48,29,117,176,-59
35,13,48,113,79,96,-17
35,13,48,135,72,169,-97
35,13,48,141,3384,2956,428
35,13,48,201,111,137,-26
35,13,48,329,0,166,-166
35,13,48,439,93,97,-4
35,13,48,453,60,110,-50
35,13,53,33,53,82,-29
35,15,4,13,72,0,72
35,15,12,86,50,0,50
